gender,seniorcitizen,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1,0,0,0,0,1,0,0,0,2,2,2,2,14,0,1,2,55.0,-0.6667888698732578,0
0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,50.55,-0.899382901474141,0
0,0,0,0,1,0,0,2,2,0,0,0,0,6,0,0,3,55.15,-0.8649041010765517,0
0,0,0,0,1,0,0,0,2,0,0,0,0,10,0,0,2,51.2,-0.7875418790712125,0
0,0,0,1,1,2,2,1,1,1,1,1,1,1,0,0,3,25.4,-0.9961573719438938,0
0,0,0,0,1,2,0,2,0,0,0,0,0,68,0,0,3,54.45,0.6196255408662243,0
1,0,1,1,1,0,1,0,0,2,0,2,2,18,0,0,3,95.15,-0.2220719050521459,1
0,0,0,0,1,2,1,0,0,0,0,0,0,22,1,1,1,76.0,-0.22046157080452985,0
0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,1,2,44.35,-0.5983165752896897,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,70.0,-0.97648041100042,1
1,1,0,0,1,0,1,0,2,0,0,0,0,8,0,1,2,74.5,-0.739761276600849,1
1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,1,44.85,-0.815270511252767,1
1,1,0,0,1,2,1,0,0,0,0,0,0,24,0,1,2,76.1,-0.2517417620801417,1
1,0,0,0,1,0,0,2,2,2,0,0,0,35,1,0,3,61.2,-0.11563542909669626,0
1,0,1,1,1,0,1,0,2,2,2,0,0,23,1,0,3,86.8,-0.15110690129076118,0
0,1,0,0,1,0,1,0,0,0,0,2,2,6,0,1,2,89.35,-0.7568572908734861,0
0,0,0,0,1,0,2,1,1,1,1,1,1,12,0,0,3,19.7,-0.9101478756225886,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.25,-0.9984294873891605,0
0,0,1,1,1,0,1,0,0,2,0,0,0,71,2,0,2,76.05,1.3911300610871353,0
1,1,1,0,1,2,1,0,0,2,0,2,2,35,0,1,2,100.8,0.509218377724872,0
1,0,1,1,1,2,0,0,0,2,0,2,2,40,0,1,2,74.55,0.32314756431881647,0
0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,3,73.6,-0.974892136126059,1
1,0,0,0,1,0,0,0,0,0,0,2,2,23,1,1,0,64.9,-0.34125869874899456,0
0,1,0,0,1,2,1,0,0,0,0,2,2,4,0,1,2,95.45,-0.8326091786312092,1
1,0,0,0,1,0,1,0,0,2,2,0,2,4,0,1,2,90.4,-0.8500140241294163,0
0,0,1,1,0,1,0,0,2,2,2,2,2,68,2,0,1,60.3,0.8054757605397298,0
1,0,0,1,1,2,1,0,2,0,0,0,0,38,0,1,3,81.85,0.37871512554820036,0
1,0,1,1,1,2,2,1,1,1,1,1,1,52,2,0,3,24.8,-0.4651000202026514,0
1,1,1,0,1,2,1,0,0,0,0,0,0,32,0,1,2,74.9,0.008845614181355986,1
1,0,1,1,1,0,0,0,0,2,2,2,2,29,2,0,3,75.55,-0.10098800525536597,0
1,1,1,1,1,2,1,0,2,0,0,2,2,38,0,0,2,101.15,0.643493782728151,0
1,0,0,1,1,2,0,2,0,2,0,2,2,48,1,1,1,78.75,0.6172872473011927,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0,19.25,-0.9988706748542607,0
0,0,0,0,1,0,1,2,0,0,2,0,2,22,0,1,2,89.05,-0.17517367751198304,0
0,0,0,0,1,2,1,2,2,2,2,2,2,43,2,0,1,115.05,1.1522932268550832,0
0,1,1,0,1,0,1,0,0,0,0,0,0,5,0,1,2,69.35,-0.856653895479176,0
1,0,0,0,1,0,1,0,0,0,0,2,0,5,0,1,2,80.6,-0.8240280824350081,1
1,0,1,1,1,2,1,2,2,0,2,2,2,51,1,0,1,110.05,1.5014048679889578,0
1,0,0,0,1,0,2,1,1,1,1,1,1,71,2,1,1,19.9,-0.40951039960001245,0
0,0,1,1,1,0,0,2,2,0,2,2,2,38,1,0,1,80.3,0.34207450657161975,1
1,1,1,0,1,0,1,0,0,2,0,2,2,24,0,1,2,93.15,-0.023052239545396265,1
1,0,1,0,1,2,1,0,0,0,2,2,0,35,0,1,1,91.5,0.4204735191199447,0
0,1,0,0,1,2,0,2,2,0,2,2,2,54,1,0,0,82.45,0.9118460583754145,1
0,0,1,1,0,1,0,0,2,2,2,2,2,72,2,1,2,60.0,0.8738598176302778,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,44.8,-0.9875983351209477,0
0,0,1,1,1,0,0,2,0,0,0,0,0,9,1,0,3,48.6,-0.821050067045581,0
1,0,0,0,0,1,0,2,2,0,2,2,2,69,2,1,0,60.05,0.8353441519270206,0
0,0,1,0,1,2,1,0,2,0,2,2,2,52,0,1,1,102.7,1.2595017808744584,0
0,1,1,0,1,0,1,0,0,0,2,2,0,11,0,1,2,82.9,-0.6190965048959144,0
0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,70.35,-0.9460164165352436,1
0,1,1,1,0,1,0,0,0,0,0,2,0,28,0,1,2,35.9,-0.5778013581625254,0
0,1,0,0,1,2,1,0,0,2,0,0,0,17,0,1,1,82.65,-0.3587959004867318,0
0,0,1,1,1,0,2,1,1,1,1,1,1,35,2,1,3,19.85,-0.681171581235528,0
0,0,0,0,1,0,2,1,1,1,1,1,1,8,1,1,3,19.2,-0.9359132235844466,0
1,0,0,0,1,2,1,0,2,2,0,2,0,46,1,1,1,94.9,0.9439865652079719,0
0,0,0,0,1,2,1,0,0,0,0,0,0,7,0,1,2,73.85,-0.7818064420249085,1
0,0,0,0,1,2,1,0,0,2,0,0,0,2,0,0,3,80.6,-0.9386265264948134,1
1,0,1,1,1,2,0,0,2,2,2,0,2,68,1,1,0,75.8,1.3282608473103412,1
0,0,0,0,1,2,1,0,2,2,0,2,2,43,2,1,2,104.6,1.0926226222002664,1
0,0,0,0,1,2,0,2,2,2,2,2,2,68,2,1,2,88.15,1.7052555362385557,0
0,0,0,0,1,0,1,0,2,0,0,2,2,36,0,1,1,94.8,0.5657565513774767,0
1,0,1,0,1,2,1,0,2,2,0,2,2,63,0,1,2,103.4,1.9057972984999014,1
0,1,0,0,1,0,0,0,2,0,2,0,0,32,0,0,0,54.65,-0.19994635367736546,0
0,0,1,0,1,2,0,2,2,2,2,2,2,71,2,0,1,85.75,1.7384990117338641,0
0,0,1,1,1,2,0,2,2,2,0,0,0,66,0,1,0,67.45,0.9817963309670682,0
1,0,0,0,1,0,2,1,1,1,1,1,1,63,1,0,3,20.5,-0.4214004017844657,0
0,0,0,1,1,0,2,1,1,1,1,1,1,41,1,1,1,20.25,-0.625736376245674,0
0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,72.1,-0.9755539173237094,0
0,0,0,0,1,0,1,0,0,0,0,2,2,2,0,1,2,90.4,-0.9331558019275698,1
0,0,1,0,1,0,2,1,1,1,1,1,1,70,2,0,0,19.45,-0.4322756727991884,0
0,0,0,0,0,1,0,0,0,0,0,2,2,23,0,1,2,44.95,-0.5675658089721983,0
0,1,1,0,1,0,1,2,2,2,0,0,2,64,1,0,0,97.0,1.829868935756138,0
1,0,1,1,1,2,0,2,0,2,2,0,0,37,2,1,1,62.8,-0.002007597460111587,0
1,0,0,1,1,0,0,0,0,0,0,0,0,17,1,0,3,44.6,-0.7067383948380909,0
0,1,0,0,1,0,1,0,0,0,0,2,2,7,0,1,2,89.15,-0.753967512977079,0
1,0,1,1,1,2,1,0,2,2,0,0,0,4,0,1,0,84.8,-0.8432859152866365,1
0,1,0,0,0,1,0,2,0,0,0,2,0,21,0,1,2,41.9,-0.6367219441266718,1
0,0,0,0,1,0,1,0,0,0,0,0,2,10,0,1,0,80.25,-0.6341189380825799,1
0,1,0,0,1,2,0,2,0,0,0,0,0,16,0,1,2,54.1,-0.6151478770832666,0
1,0,1,0,1,2,1,0,2,0,2,2,2,64,2,1,2,105.25,2.0030350158080097,0
1,1,1,0,0,1,0,2,0,0,0,0,0,27,0,0,1,30.75,-0.6521635054051826,1
1,0,1,1,1,2,1,2,0,0,0,2,2,42,1,0,2,97.1,0.7647762168842263,0
1,0,0,1,1,0,2,1,1,1,1,1,1,5,0,0,3,20.2,-0.9704140833552908,0
0,0,0,0,1,0,1,0,2,0,2,2,2,41,2,1,0,98.8,0.7393638188944485,0
1,0,1,0,1,0,0,0,0,2,0,0,0,58,1,0,1,50.3,0.2626166441070541,0
0,0,0,0,1,0,2,1,1,1,1,1,1,47,2,1,3,20.55,-0.590132547812079,0
1,0,0,0,1,0,1,0,0,0,2,0,0,18,0,1,0,75.9,-0.40159108460146187,0
1,0,0,0,1,0,1,0,0,2,0,2,2,5,0,0,0,96.5,-0.7900566476222843,1
1,0,1,0,1,0,0,2,0,0,0,0,2,23,0,1,0,59.95,-0.38705395762640665,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,19.15,-0.9989147936007707,0
1,0,1,0,1,2,1,0,0,2,0,2,2,71,1,1,1,98.65,2.064558607816248,0
1,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,1,112.6,2.5780125796999878,0
1,0,1,1,1,0,2,1,1,1,1,1,1,33,1,0,3,20.6,-0.7028338857719532,0
1,0,0,0,1,2,1,0,0,0,0,2,0,2,0,1,2,85.65,-0.9272880086417356,1
1,0,0,1,0,1,0,2,0,0,2,0,0,24,2,0,3,35.75,-0.6408249875521046,0
0,0,1,1,1,2,1,0,2,2,2,0,2,56,1,1,1,99.75,1.4669922457111335,0
1,0,0,0,1,0,1,0,2,0,0,2,2,37,0,1,1,96.1,0.6015589141703668,0
0,0,0,0,1,2,0,0,2,2,2,2,2,43,1,0,1,85.1,0.6083752605061665,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,25.35,-0.9961794313171489,0
0,0,1,0,1,2,1,0,0,2,2,2,2,25,0,1,0,104.95,0.12494409562250246,1
0,0,0,0,1,2,0,2,2,2,2,2,2,61,2,0,2,89.65,1.3347683624205708,0
1,0,0,0,1,2,1,0,0,2,2,0,0,17,1,0,2,86.75,-0.38517891089973033,0
0,0,1,0,1,0,1,0,2,2,2,0,0,41,1,1,0,86.2,0.4657834717857466,0
1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,50.65,-0.985017388450111,1
1,1,1,1,0,1,0,2,2,2,2,2,2,72,2,1,0,64.8,1.0804899669100079,0
1,0,0,0,1,2,1,0,2,0,0,0,2,1,0,1,1,90.85,-0.9672816523530786,1
1,0,0,0,1,2,1,0,2,2,0,2,2,48,2,1,0,108.1,1.2283318864651211,0
1,1,1,0,1,0,2,1,1,1,1,1,1,11,0,0,3,19.95,-0.9126185254271503,1
0,1,1,0,1,2,1,0,2,2,0,0,0,55,0,1,2,85.45,1.1432930025670367,1
0,0,0,0,0,1,0,2,2,2,2,0,2,42,1,1,2,54.75,0.0287431688573799,0
1,0,0,0,1,2,1,0,0,2,0,0,2,44,0,1,3,90.4,0.7851811371451155,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,44.0,-0.9879512850930281,0
0,0,0,0,1,2,1,0,0,0,0,2,2,27,0,1,0,95.6,0.13762823524413634,0
1,1,1,0,1,2,0,0,2,2,2,2,2,27,0,1,0,84.8,0.011580976464978025,0
0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,44.3,-0.967965492923984,0
0,0,0,0,1,0,2,1,1,1,1,1,1,19,0,0,3,19.9,-0.845205080759823,0
0,1,1,0,1,2,1,0,0,0,0,2,2,42,0,1,2,95.05,0.7329004225307288,0
0,0,0,0,1,2,0,2,2,2,2,2,2,66,2,1,1,90.05,1.6247388238577494,0
1,1,1,0,1,2,1,2,0,2,2,2,2,33,0,1,0,109.9,0.6226917937486715,0
0,0,0,0,1,0,1,0,2,0,0,0,0,34,0,1,1,73.95,0.10639216271503436,1
1,1,0,0,0,1,0,0,0,2,2,2,2,33,0,1,2,54.6,-0.21159370275601355,0
0,0,1,1,1,0,2,1,1,1,1,1,1,23,1,0,3,20.05,-0.8242266167943033,0
0,0,0,0,1,0,2,1,1,1,1,1,1,32,1,0,0,19.75,-0.7319963772150835,0
0,0,0,0,1,0,2,1,1,1,1,1,1,11,1,0,1,20.05,-0.9024932731030981,0
1,0,1,1,1,2,1,0,0,2,0,2,2,69,0,1,1,99.45,2.0843017468794867,1
0,0,1,0,1,0,0,2,0,0,2,0,0,68,1,0,0,55.9,0.6906787821206293,0
1,0,0,0,1,0,2,1,1,1,1,1,1,20,2,1,3,19.7,-0.8223295106943719,0
1,0,0,0,1,0,2,1,1,1,1,1,1,72,2,1,1,19.8,-0.35936944419136224,0
1,0,1,1,1,2,1,2,0,2,0,2,0,60,1,1,0,95.4,1.5568180136055567,0
1,1,1,1,1,0,1,0,2,0,0,2,2,32,0,1,3,93.95,0.25507233845383864,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,3,19.9,-0.9985839030019455,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,3,19.6,-0.9987162592414757,1
1,1,0,0,1,2,1,0,2,0,0,0,0,3,0,1,2,81.35,-0.9042580229634994,1
0,0,1,0,1,2,2,1,1,1,1,1,1,46,1,1,0,24.45,-0.5369915176407467,0
0,0,1,0,1,2,1,0,0,0,0,0,0,29,0,1,2,74.95,-0.05922961168362164,0
1,0,0,0,1,2,1,0,2,2,2,0,0,51,0,1,2,87.35,0.9660679978362424,0
0,1,1,0,1,0,1,0,0,0,0,0,0,48,0,1,0,70.65,0.5566680895964103,0
0,0,1,1,1,0,1,0,2,0,0,0,0,16,0,0,0,73.25,-0.4798136221637467,0
1,0,1,0,1,2,1,0,2,2,2,0,2,70,2,1,0,98.7,2.0186971708190704,0
0,0,1,1,1,2,2,1,1,1,1,1,1,40,2,1,3,24.8,-0.5552787380691546,0
0,0,1,1,1,0,1,0,2,0,0,0,2,22,0,0,2,83.3,-0.19297559172878048,1
0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,75.3,-0.9741421174353884,1
0,0,1,1,1,2,2,1,1,1,1,1,1,5,0,1,3,24.3,-0.9490164912979258,0
0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1,0,69.85,-0.7799534546714871,0
1,0,0,1,1,2,1,0,2,2,2,0,2,29,1,0,1,100.55,0.24139552703572906,0
1,0,1,1,1,2,2,1,1,1,1,1,1,44,1,0,3,25.7,-0.5174248535635481,0
0,0,0,0,0,1,0,2,2,2,0,0,0,10,0,0,0,40.7,-0.8091380054878727,0
0,1,1,0,1,2,0,0,0,0,0,0,0,55,0,0,0,51.65,0.24496914550304172,0
1,1,1,0,1,2,1,0,2,2,0,2,2,52,1,1,0,105.1,1.3646367538078619,0
0,0,1,1,1,2,1,0,0,0,0,0,2,10,0,0,2,85.95,-0.6285599760223161,0
1,0,0,0,1,2,1,0,0,0,0,0,0,18,0,1,0,75.6,-0.3918849603692551,0
0,0,1,0,1,2,0,2,0,0,2,0,0,68,1,0,0,58.25,0.7466654714418585,0
0,0,1,1,1,0,2,1,1,1,1,1,1,61,0,1,3,19.4,-0.4856372967030708,1
0,0,1,1,0,1,0,2,2,2,2,2,2,72,2,1,1,65.2,1.1034758338417336,0
1,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,2,53.45,-0.9546416314779548,0
1,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,45.4,-0.7784313579168911,1
1,0,1,0,1,0,2,1,1,1,1,1,1,41,2,1,2,19.75,-0.6105374680729684,0
0,0,0,0,0,1,0,0,0,2,2,2,0,26,0,1,1,44.45,-0.4850858123716954,0
1,0,1,0,1,0,2,1,1,1,1,1,1,36,1,0,0,20.85,-0.6896864993119639,0
1,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,1,114.05,2.728700158404999,0
1,0,1,0,1,2,1,0,0,0,2,0,2,35,0,1,0,89.85,0.38731828111765637,0
1,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,3,55.05,-0.9830761636036696,0
0,0,1,1,1,2,1,2,0,2,2,2,2,16,0,1,2,112.95,-0.1768060711328542,0
0,1,0,0,1,2,1,2,0,0,0,2,2,49,0,0,1,101.55,1.2296333894871672,0
0,0,1,0,1,2,1,2,2,2,2,2,2,54,1,1,3,114.65,1.6616000365668802,0
0,0,0,1,1,2,0,2,0,0,0,0,2,18,0,0,2,64.8,-0.4926301180249107,0
0,0,1,0,1,0,1,0,0,0,0,0,2,36,0,0,2,80.4,0.2886908232944823,0
0,0,0,0,1,2,1,0,2,2,0,2,2,60,0,1,2,105.9,1.8146700275834324,1
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,69.55,-0.9766789453597151,1
0,0,1,1,1,2,2,1,1,1,1,1,1,52,2,1,0,25.05,-0.44694515601377366,0
1,0,1,1,1,0,1,0,0,2,0,2,2,8,0,1,2,94.75,-0.6722595944405017,0
1,0,1,1,1,0,1,2,2,0,2,2,2,72,2,0,0,105.5,2.3507569164268185,0
0,0,0,0,1,2,2,1,1,1,1,1,1,64,1,0,3,24.7,-0.2826028252639084,0
0,1,0,0,1,0,0,2,0,2,2,0,2,22,0,1,3,69.75,-0.32555242499142345,0
1,0,1,0,0,1,0,0,2,2,2,2,2,60,0,1,0,60.2,0.5731464414179068,0
0,0,1,1,1,0,1,0,0,0,0,0,2,28,0,1,2,81.05,-0.02479493003254261,1
0,0,1,0,1,2,2,1,1,1,1,1,1,61,2,0,3,24.4,-0.38180382679171293,0
0,0,0,0,1,2,1,0,2,2,0,2,2,24,0,1,2,104.15,0.09324477625504526,0
1,0,1,1,1,0,1,0,2,2,2,2,0,28,1,0,0,92.9,0.21399778545299988,0
0,0,1,1,1,0,0,0,2,2,2,2,2,30,2,0,0,80.8,0.037941927504721515,0
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,3,20.0,-0.9905984098836299,0
1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,75.1,-0.9742303549284085,0
1,0,0,1,1,0,2,1,1,1,1,1,1,6,0,0,3,19.65,-0.9628477183288204,0
0,0,1,0,1,0,0,0,2,0,0,2,2,24,0,1,0,69.45,-0.2952649055122873,0
1,0,1,1,1,2,1,0,0,2,0,2,2,4,0,0,2,101.15,-0.8371092907752322,1
1,0,0,0,1,2,1,0,2,0,0,2,2,7,0,1,2,99.8,-0.7103340726786583,1
1,1,1,0,1,2,1,2,2,2,2,2,2,72,2,1,0,116.05,2.7007729918641488,0
1,0,0,0,0,1,0,0,0,0,2,0,2,70,2,1,3,40.05,0.22785107185714962,0
1,1,1,0,1,2,1,0,0,2,2,2,2,64,2,0,2,102.1,1.8773186476276764,0
1,0,1,1,1,2,1,0,2,0,0,2,0,72,1,1,2,89.7,1.899598614615242,0
0,0,0,1,1,0,2,1,1,1,1,1,1,44,2,0,3,19.9,-0.6243686951038632,0
0,0,1,1,1,0,0,0,0,0,0,0,2,13,0,0,2,55.95,-0.6833775185610295,1
0,1,0,0,1,0,2,1,1,1,1,1,1,17,1,0,3,20.65,-0.8615069575952794,0
1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,55.0,-0.9830982229769247,1
1,0,1,0,1,0,0,0,0,2,0,2,2,9,0,1,3,70.05,-0.758357328254827,0
1,0,1,0,1,0,0,2,0,0,2,0,0,24,0,0,3,53.6,-0.4270476013377497,0
0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,1,2,74.7,-0.9744068299144487,1
1,0,0,0,1,2,1,0,2,0,0,0,0,24,0,1,2,80.25,-0.1860930672732157,1
1,1,1,1,1,0,0,0,2,0,2,2,2,35,0,1,2,76.05,0.20466667056612828,0
0,0,1,1,1,0,0,2,2,2,2,2,0,7,0,1,2,75.7,-0.7629236185186152,0
1,0,0,0,1,0,1,0,0,0,2,2,2,5,0,1,2,96.1,-0.8073291368809614,1
0,0,0,1,1,0,1,0,0,0,0,0,0,15,0,0,0,69.0,-0.5684702432756539,1
1,0,1,1,1,0,2,1,1,1,1,1,1,11,2,0,3,19.65,-0.9077654633110468,0
0,0,1,0,0,1,0,2,0,2,0,0,2,48,0,1,0,45.3,-0.06101642091727797,1
0,1,0,0,1,0,1,0,0,0,0,0,2,20,0,1,2,81.45,-0.2698745668957645,0
0,0,1,0,1,2,1,0,2,2,2,2,2,72,1,1,0,108.5,2.523812699612415,0
0,0,1,1,1,0,1,0,2,0,0,2,0,8,0,1,2,83.55,-0.7073339979159763,1
1,0,1,1,1,2,1,0,0,0,0,0,2,72,2,1,1,84.5,1.6974906368527904,0
0,0,0,0,1,2,1,0,2,0,0,2,2,15,0,1,2,100.15,-0.38308327044050383,0
1,0,0,0,1,2,0,0,2,2,2,2,2,72,2,1,0,88.6,1.7288590656214222,0
0,0,1,1,0,1,0,2,0,2,2,2,0,0,2,1,0,52.55,,0
1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,2,74.35,-0.9745612455272338,1
1,0,1,1,1,2,1,0,2,2,0,2,2,63,2,1,0,104.8,1.9032604705755747,0
0,0,0,0,1,0,0,0,2,0,0,2,0,2,0,1,2,59.0,-0.9570019844162413,0
0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,1,2,74.4,-0.9458620009224585,1
1,1,1,0,1,2,0,0,2,0,0,0,2,61,1,0,0,64.05,0.7144146677430259,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.4,-0.9983633092693953,0
1,0,0,0,0,1,0,0,2,2,0,0,2,22,1,1,0,43.75,-0.6087065400928021,1
1,0,1,0,1,0,0,2,2,0,2,0,0,28,0,0,3,60.9,-0.21955713650107414,0
0,0,1,0,1,0,2,1,1,1,1,1,1,70,2,0,0,19.8,-0.3907378729599942,0
0,1,0,0,0,1,0,0,2,0,0,0,0,5,0,0,2,28.45,-0.9495459162560461,1
0,0,0,0,1,2,1,2,2,2,0,0,2,12,0,1,0,99.7,-0.46097491740396346,1
1,0,0,0,1,2,1,2,2,2,2,2,2,34,1,0,1,116.25,0.7128484522419198,0
0,1,1,0,1,2,1,2,0,0,0,0,0,71,2,1,1,80.7,1.4968165183519146,0
0,0,1,1,1,2,0,2,0,0,0,0,2,70,1,0,0,65.2,0.9970172985130289,0
0,0,1,1,1,0,1,2,0,2,2,0,0,52,0,1,0,84.05,0.9015663904385772,0
1,0,0,1,1,2,0,2,2,2,2,2,0,69,2,1,1,79.45,1.420292552530266,0
0,1,0,0,1,2,1,0,2,2,0,0,2,20,0,1,2,94.1,-0.22099099576265013,1
1,0,0,1,1,2,1,0,0,2,0,0,0,11,0,1,3,78.0,-0.6315600507849981,0
1,0,1,0,1,0,1,0,0,0,2,2,2,2,0,1,2,94.2,-0.9334646331531399,1
0,0,1,1,1,2,1,0,0,0,2,0,0,6,0,1,2,80.5,-0.7855124167317511,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,19.85,-0.9986059623752006,0
1,1,1,1,1,0,1,2,0,2,2,0,2,20,1,0,1,94.3,-0.20515236576554907,0
1,0,0,0,1,2,1,2,0,2,0,2,2,61,0,1,2,106.45,1.7721836746942725,0
0,1,1,0,1,2,1,0,0,0,0,0,0,5,0,1,2,74.35,-0.8596539702418581,1
0,0,0,0,1,2,1,0,2,0,2,2,2,56,0,1,0,105.45,1.603120638067834,0
1,0,0,0,1,2,1,2,2,2,2,0,0,30,0,1,1,95.0,0.25107959189468093,0
1,0,0,0,1,2,1,0,0,2,2,2,2,40,0,0,0,104.8,0.8156010128637817,1
0,0,0,0,1,0,0,2,0,0,2,0,0,28,1,0,3,54.3,-0.32515535627283326,0
0,1,1,0,1,0,1,0,0,0,0,0,0,5,0,0,2,70.05,-0.873860206618088,0
0,1,1,0,1,0,1,2,0,0,0,0,0,27,0,1,0,75.2,-0.15615849776615975,1
1,0,0,0,1,0,2,1,1,1,1,1,1,12,0,0,1,20.05,-0.8902503209465645,0
1,0,1,1,1,2,1,0,2,2,0,2,2,67,1,1,2,105.4,2.076294194387916,0
1,1,1,0,1,2,0,0,0,0,0,0,0,29,0,1,2,51.6,-0.3711712088827955,0
1,0,1,1,1,2,1,0,0,0,0,0,2,55,0,0,0,85.5,1.0721294644463566,0
0,0,0,0,1,2,1,0,0,0,0,0,0,23,0,0,0,75.6,-0.23149125743203758,1
1,0,1,0,1,2,1,0,0,2,0,2,2,34,0,1,2,100.05,0.5279688449916351,1
1,0,0,0,1,0,1,2,0,2,0,2,0,52,1,0,2,91.25,1.0831150323273546,0
1,1,1,1,1,2,1,2,2,2,2,2,2,72,2,1,1,115.75,2.6982361639398222,0
1,0,1,1,1,2,1,0,2,0,2,2,0,58,1,1,1,94.7,1.3884388175500237,0
1,0,1,1,1,0,2,1,1,1,1,1,1,35,2,0,3,19.6,-0.7042898044067841,0
0,1,0,0,1,2,1,0,2,2,2,2,0,56,2,1,0,99.9,1.5101844985444541,0
0,0,1,1,1,0,2,1,1,1,1,1,1,24,2,1,1,21.1,-0.7908949038059748,0
1,0,1,1,1,0,2,1,1,1,1,1,1,70,2,0,1,20.05,-0.4072382841547458,0
1,0,0,0,1,0,1,0,0,0,0,2,0,2,0,1,2,79.95,-0.9303983802706928,0
1,1,1,1,1,2,1,0,0,2,2,2,2,68,1,1,1,107.15,2.248511721389822,0
0,0,0,0,1,2,1,0,0,0,0,0,2,1,0,1,2,85.0,-0.9698625990239154,1
1,0,0,0,1,2,1,0,0,2,0,2,0,12,0,1,2,89.55,-0.5565802410912005,0
0,0,1,0,1,2,1,0,2,0,0,0,0,63,0,1,0,81.55,1.2113902878052696,0
0,0,1,1,1,0,0,2,2,2,0,0,0,33,1,1,3,58.45,-0.1446655643002966,0
0,0,1,0,1,0,1,0,2,0,0,2,2,69,1,1,1,95.65,1.9680929685720652,0
0,0,1,1,1,0,0,0,2,2,2,2,2,60,2,1,0,80.6,1.1750585000542588,0
0,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,0,113.1,2.6317712723224607,0
0,0,0,0,1,2,0,0,0,0,0,0,2,11,0,1,3,58.95,-0.7419451545530956,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,19.55,-0.9987383186147306,0
1,0,0,0,1,2,1,0,0,0,0,2,0,10,0,1,0,86.05,-0.6393690689172736,1
1,0,0,0,0,1,0,2,0,0,2,2,0,13,0,1,1,45.55,-0.743974616892557,1
1,0,1,1,1,0,1,0,0,0,0,0,2,34,1,1,0,78.95,0.16054792405609733,0
1,0,1,1,1,0,1,0,2,0,0,2,0,39,0,1,3,86.3,0.4335547274601689,1
0,0,0,0,1,2,1,0,2,0,2,2,2,65,1,1,0,105.05,1.9681150279453201,0
1,1,1,0,1,2,1,2,2,2,0,2,0,50,1,1,0,101.9,1.3157090639282376,0
1,0,0,0,1,0,2,1,1,1,1,1,1,15,0,0,3,19.75,-0.8698895194321853,0
1,0,1,1,1,2,1,2,2,2,0,2,2,72,2,1,0,110.3,2.507532882150213,0
0,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,0,115.6,2.6193739045531417,0
1,0,1,1,1,0,2,1,1,1,1,1,1,55,2,0,0,19.35,-0.49856408943050984,0
0,0,1,1,1,2,2,1,1,1,1,1,1,23,2,1,1,25.6,-0.7802622858970574,0
1,0,0,0,1,2,1,0,2,0,0,0,0,32,0,1,0,80.35,0.13802530396272666,1
0,0,1,1,1,2,0,2,0,2,0,0,2,56,1,1,0,68.75,0.6726783335445367,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,19.9,-0.9985839030019455,0
1,0,0,0,1,0,0,2,2,0,2,2,0,38,1,0,3,70.6,0.18746035942721623,0
